UserNum,1
Notifier: 
Initial right at,14.115471
Notifier: 
Took left path at,22.242243
Notifier: 
 at,31.710619
Notifier: 
Exited tunnel at,35.07077
Notifier: 
Entered central yard at,44.500515
Notifier: 
Exploring B Behind at,58.648323
Notifier: 
Exploring A Behind at,68.709991
Notifier: 
Reached End at,75.078476
Notifier: 
Exploring A at,84.993385
Notifier: 
Discovering path A at,98.813515
Notifier: 
Jumped on truck at,120.801758
Notifier: 
Point A in Final at,147.046982
Time Taken,171.364365
UserNum,2
Notifier: 
Initial left at,22.27025
Notifier: 
Took left path at,27.430172
Notifier: 
Discovering path A at,39.060738
Notifier: 
 at,55.91135
Notifier: 
Exited tunnel at,63.340649
Notifier: 
Entered central yard at,69.859962
Notifier: 
Reached End at,74.608482
Notifier: 
Exploring B Behind at,97.978127
Time Taken,108.88372
UserNum,3
Notifier: 
Initial left at,9.374425
Notifier: 
Took left path at,17.738323
Notifier: 
 at,26.838093
Notifier: 
Exited tunnel at,30.261442
Notifier: 
Entered central yard at,39.111671
Notifier: 
Exploring B Behind at,53.775131
Notifier: 
Exploring A at,75.312019
Notifier: 
Discovering path A at,90.121193
Notifier: 
Reached End at,131.388763
Time Taken,138.557724
UserNum,4
Notifier: 
Initial left at,7.770052
Notifier: 
Took left path at,13.516809
Notifier: 
Discovering path A at,20.239313
Notifier: 
 at,47.654518
Notifier: 
Exited tunnel at,52.612236
Notifier: 
Entered central yard at,62.037018
Notifier: 
Exploring A Behind at,70.850746
Notifier: 
Exploring B Behind at,94.925842
Notifier: 
Reached End at,138.530014
Notifier: 
Exploring A at,158.839111
Time Taken,203.119247
UserNum,5
Notifier: 
Initial right at,14.874157
Notifier: 
Took left path at,23.433475
Notifier: 
 at,28.344921
Notifier: 
Exited tunnel at,32.121029
Notifier: 
Entered central yard at,39.956898
Notifier: 
Reached End at,63.770386
Time Taken,65.184128
UserNum,6
Notifier: 
Initial right at,14.219722
Notifier: 
Jumped on truck at,19.29958
Notifier: 
Took left path at,25.64072
Notifier: 
Discovering path A at,37.141697
Notifier: 
 at,80.056442
Notifier: 
Exited tunnel at,83.975395
Notifier: 
Entered central yard at,93.535172
Notifier: 
Reached End at,107.096153
Notifier: 
Exploring A Behind at,114.237434
Time Taken,177.328094
UserNum,7
Notifier: 
Initial left at,6.259254
Notifier: 
Took left path at,11.898851
Notifier: 
Discovering path A at,20.681028
Notifier: 
 at,30.962626
Notifier: 
Exited tunnel at,34.285812
Notifier: 
Exploring A at,40.75238
Notifier: 
Entered central yard at,49.342823
Notifier: 
Reached End at,56.769611
Time Taken,73.161217
UserNum,8
Notifier: 
Initial left at,5.048615
Notifier: 
Took left path at,12.589782
Notifier: 
 at,16.238802
Notifier: 
Exited tunnel at,20.821108
Notifier: 
Entered central yard at,26.408518
Notifier: 
Exploring B Behind at,40.873669
Notifier: 
Exploring A Behind at,60.266731
Notifier: 
Exploring A at,70.054138
Notifier: 
Reached End at,94.368019
Time Taken,106.162178
